   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   1.0000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.0000000e+02   0.0000000e+00   1.0000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.9900000e+02   0.0000000e+00   9.9211470e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.4800000e+02   0.0000000e+00   9.9211470e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.4900000e+02   0.0000000e+00   9.0482705e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.9800000e+02   0.0000000e+00   9.0482705e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.9900000e+02   0.0000000e+00   7.2896863e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.4800000e+02   0.0000000e+00   7.2896863e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.4900000e+02   0.0000000e+00   4.8175367e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.9800000e+02   0.0000000e+00   4.8175367e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.9900000e+02   0.0000000e+00   1.8738131e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   7.4800000e+02   0.0000000e+00   1.8738131e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   7.4900000e+02   0.0000000e+00  -1.2533323e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   7.9800000e+02   0.0000000e+00  -1.2533323e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   7.9900000e+02   0.0000000e+00  -4.2577929e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   8.4800000e+02   0.0000000e+00  -4.2577929e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   8.4900000e+02   0.0000000e+00  -6.8454711e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   8.9800000e+02   0.0000000e+00  -6.8454711e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   8.9900000e+02   0.0000000e+00  -8.7630668e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   9.4800000e+02   0.0000000e+00  -8.7630668e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   9.4900000e+02   0.0000000e+00  -9.8228725e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   9.9800000e+02   0.0000000e+00  -9.8228725e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   9.9900000e+02   0.0000000e+00  -9.9211470e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0480000e+03   0.0000000e+00  -9.9211470e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0490000e+03   0.0000000e+00  -9.0482705e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0980000e+03   0.0000000e+00  -9.0482705e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0990000e+03   0.0000000e+00  -7.2896863e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.1480000e+03   0.0000000e+00  -7.2896863e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.1490000e+03   0.0000000e+00  -4.8175367e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.1980000e+03   0.0000000e+00  -4.8175367e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.1990000e+03   0.0000000e+00  -1.8738131e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.2480000e+03   0.0000000e+00  -1.8738131e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.2490000e+03   0.0000000e+00   1.2533323e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.2980000e+03   0.0000000e+00   1.2533323e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.2990000e+03   0.0000000e+00   4.2577929e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.3480000e+03   0.0000000e+00   4.2577929e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.3490000e+03   0.0000000e+00   6.8454711e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.3980000e+03   0.0000000e+00   6.8454711e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.3990000e+03   0.0000000e+00   8.7630668e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.4480000e+03   0.0000000e+00   8.7630668e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.4490000e+03   0.0000000e+00   9.8228725e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.4980000e+03   0.0000000e+00   9.8228725e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
